Item name: IRF

Real time: 0
Live time: 0
Time calibration: 55E-03ns/ch

Comment: 


Chan   Data
269	10
270	18
271	18
272	15
273	6
274	14
275	10
276	11
277	15
278	15
279	16
280	17
281	19
282	15
283	11
284	14
285	8
286	16
287	17
288	13
289	16
290	7
291	18
292	6
293	12
294	17
295	17
296	17
297	19
298	20
299	22
300	8
301	13
302	7
303	18
304	13
305	13
306	15
307	19
308	13
309	22
310	7
311	17
312	18
313	21
314	11
315	11
316	12
317	9
318	13
319	14
320	14
321	14
322	5
323	13
324	8
325	9
326	9
327	15
328	16
329	14
330	12
331	7
332	9
333	16
334	13
335	15
336	12
337	14
338	10
339	15
340	14
341	6
342	14
343	13
344	14
345	12
346	15
347	12
348	11
349	14
350	12
351	14
352	7
353	6
354	9
355	21
356	12
357	19
358	13
359	14
360	8
361	10
362	12
363	15
364	10
365	8
366	14
367	8
368	12
369	15
370	13
371	12
372	16
373	9
374	11
375	9
376	17
377	14
378	10
379	14
380	14
381	11
382	10
383	15
384	20
385	13
386	6
387	9
388	7
389	17
390	12
391	10
392	12
393	8
394	13
395	12
396	14
397	14
398	14
399	7
400	10
401	14
402	7
403	22
404	8
405	16
406	12
407	17
408	14
409	8
410	13
411	10
412	15
413	17
414	11
415	4
416	13
417	9
418	12
419	14
420	11
421	11
422	9
423	5
424	26
425	14
426	12
427	12
428	11
429	14
430	10
431	17
432	5
433	15
434	13
435	12
436	10
437	5
438	7
439	12
440	9
441	11
442	10
443	3
444	13
445	11
446	14
447	13
448	16
449	10
450	8
451	7
452	9
453	18
454	11
455	11
456	14
457	15
458	9
459	12
460	18
461	14
462	6
463	12
464	9
465	11
466	17
467	9
468	17
469	12
470	9
471	12
472	4
473	8
474	12
475	9
476	17
477	6
478	6
479	7
480	5
481	10
482	9
483	13
484	14
485	10
486	13
487	7
488	11
489	20
490	13
491	9
492	16
493	8
494	11
495	9
496	15
497	13
498	11
499	8
500	12
501	10
502	10
503	12
504	13
505	11
506	11
507	16
508	6
509	12
510	9
511	15
512	12
513	7
514	13
515	8
516	14
517	16
518	16
519	9
520	14
521	8
522	16
523	9
524	15
525	7
526	17
527	16
528	10
529	16
530	11
531	10
532	11
533	15
534	6
535	10
536	9
537	12
538	19
539	8
540	7
541	12
542	10
543	9
544	15
545	20
546	15
547	17
548	10
549	9
550	13
551	14
552	11
553	8
554	12
555	11
556	16
557	11
558	14
559	11
560	10
561	10
562	12
563	8
564	10
565	15
566	6
567	15
568	8
569	14
570	14
571	12
572	9
573	13
574	5
575	10
576	12
577	10
578	13
579	15
580	15
581	7
582	10
583	9
584	8
585	8
586	11
587	12
588	11
589	11
590	8
591	11
592	9
593	10
594	12
595	9
596	12
597	10
598	12
599	14
600	10
601	13
602	14
603	7
604	11
605	11
606	13
607	10
608	13
609	9
610	11
611	12
612	11
613	12
614	15
615	9
616	10
617	12
618	5
619	16
620	11
621	13
622	11
623	8
624	12
625	12
626	15
627	6
628	7
629	15
630	7
631	14
632	3
633	10
634	10
635	15
636	15
637	9
638	16
639	4
640	10
641	14
642	12
643	7
644	12
645	13
646	7
647	11
648	18
649	12
650	7
651	15
652	10
653	12
654	10
655	8
656	12
657	2
658	10
659	16
660	5
661	13
662	8
663	10
664	17
665	24
666	21
667	39
668	41
669	52
670	111
671	182
672	242
673	303
674	406
675	463
676	496
677	544
678	612
679	591
680	637
681	644
682	703
683	680
684	629
685	666
686	748
687	716
688	791
689	655
690	689
691	685
692	635
693	655
694	661
695	771
696	769
697	705
698	709
699	643
700	672
701	656
702	632
703	657
704	657
705	624
706	652
707	720
708	648
709	690
710	657
711	633
712	687
713	601
714	580
715	630
716	602
717	698
718	662
719	686
720	660
721	625
722	627
723	575
724	597
725	579
726	597
727	639
728	587
729	558
730	546
731	595
732	597
733	622
734	590
735	609
736	637
737	592
738	550
739	621
740	541
741	603
742	566
743	592
744	601
745	549
746	576
747	512
748	536
749	559
750	575
751	541
752	535
753	528
754	506
755	497
756	504
757	564
758	528
759	621
760	578
761	521
762	472
763	534
764	491
765	516
766	485
767	511
768	547
769	510
770	478
771	479
772	525
773	517
774	499
775	521
776	453
777	520
778	471
779	467
780	508
781	412
782	475
783	467
784	481
785	495
786	435
787	475
788	458
789	425
790	472
791	453
792	426
793	402
794	422
795	486
796	449
797	471
798	444
799	493
800	440
801	409
802	414
803	406
804	411
805	447
806	437
807	428
808	441
809	416
810	400
811	410
812	423
813	442
814	431
815	433
816	380
817	404
818	437
819	420
820	402
821	450
822	411
823	416
824	429
825	371
826	383
827	365
828	385
829	365
830	387
831	384
832	402
833	368
834	389
835	421
836	368
837	341
838	330
839	337
840	361
841	342
842	364
843	345
844	378
845	393
846	364
847	376
848	372
849	356
850	338
851	351
852	338
853	339
854	329
855	312
856	360
857	330
858	371
859	356
860	356
861	331
862	361
863	296
864	322
865	339
866	327
867	317
868	323
869	351
870	319
871	349
872	332
873	323
874	312
875	332
876	331
877	315
878	300
879	280
880	315
881	340
882	266
883	309
884	306
885	357
886	282
887	302
888	291
889	287
890	323
891	307
892	277
893	309
894	311
895	304
896	307
897	298
898	293
899	297
900	290
901	270
902	285
903	262
904	266
905	286
906	268
907	334
908	295
909	289
910	277
911	280
912	264
913	248
914	251
915	251
916	278
917	270
918	272
919	261
920	279
921	275
922	279
923	300
924	233
925	254
926	269
927	288
928	235
929	282
930	229
931	288
932	259
933	277
934	237
935	240
936	266
937	244
938	249
939	280
940	235
941	257
942	239
943	238
944	213
945	240
946	238
947	229
948	248
949	267
950	231
951	242
952	227
953	202
954	252
955	229
956	232
957	222
958	223
959	210
960	222
961	227
962	204
963	248
964	242
965	227
966	210
967	227
968	257
969	245
970	212
971	213
972	217
973	214
974	194
975	204
976	195
977	223
978	235
979	224
980	221
981	196
982	196
983	206
984	203
985	202
986	206
987	247
988	201
989	193
990	198
991	209
992	203
993	201
994	187
995	199
996	193
997	189
998	211
999	194
1000	196
1001	188
1002	207
1003	183
1004	202
1005	184
1006	190
1007	183
1008	195
1009	172
1010	192
1011	199
1012	185
1013	205
1014	183
1015	179
1016	158
1017	168
1018	173
1019	157
1020	195
1021	186
1022	188
1023	170
1024	173
1025	176
1026	186
1027	184
1028	189
1029	169
1030	153
1031	136
1032	143
1033	183
1034	162
1035	145
1036	166
1037	170
1038	184
1039	141
1040	176
1041	136
1042	170
1043	190
1044	172
1045	152
1046	148
1047	164
1048	182
1049	175
1050	161
1051	156
1052	153
1053	131
1054	157
1055	156
1056	161
1057	150
1058	140
1059	155
1060	145
1061	158
1062	159
1063	151
1064	148
1065	179
1066	154
1067	137
1068	153
1069	158
1070	140
1071	128
1072	127
1073	161
1074	164
1075	162
1076	162
1077	150
1078	146
1079	154
1080	130
1081	154
1082	161
1083	151
1084	140
1085	127
1086	143
1087	129
1088	175
1089	150
1090	132
1091	137
1092	129
1093	133
1094	142
1095	132
1096	144
1097	119
1098	128
1099	144
1100	133
1101	140
1102	114
1103	143
1104	144
1105	119
1106	132
1107	109
1108	139
1109	133
1110	156
1111	148
1112	165
1113	150
1114	151
1115	121
1116	114
1117	144
1118	128
1119	131
1120	112
1121	128
1122	134
1123	130
1124	131
1125	121
1126	135
1127	124
1128	107
1129	120
1130	135
1131	135
1132	103
1133	124
1134	119
1135	114
1136	132
1137	108
1138	119
1139	104
1140	129
1141	108
1142	114
1143	116
1144	102
1145	138
1146	111
1147	127
1148	124
1149	116
1150	109
1151	109
1152	111
1153	99
1154	99
1155	96
1156	89
1157	115
1158	118
1159	117
1160	101
1161	114
1162	111
1163	126
1164	90
1165	98
1166	105
1167	105
1168	113
1169	101
1170	89
1171	100
1172	97
1173	109
1174	116
1175	101
1176	96
1177	112
1178	93
1179	107
1180	110
1181	114
1182	122
1183	86
1184	96
1185	99
1186	101
1187	97
1188	93
1189	91
1190	119
1191	93
1192	108
1193	88
1194	77
1195	97
1196	118
1197	98
1198	111
1199	96
1200	91
1201	97
1202	91
1203	95
1204	94
1205	80
1206	92
1207	80
1208	96
1209	82
1210	95
1211	98
1212	107
1213	88
1214	89
1215	104
1216	95
1217	93
1218	93
1219	105
1220	81
1221	99
1222	90
1223	83
1224	103
1225	100
1226	94
1227	91
1228	90
1229	89
1230	78
1231	86
1232	78
1233	87
1234	90
1235	81
1236	85
1237	92
1238	85
1239	84
1240	79
1241	100
1242	85
1243	78
1244	82
1245	68
1246	69
1247	78
1248	78
1249	69
1250	88
1251	79
1252	82
1253	80
1254	76
1255	85
1256	97
1257	85
1258	91
1259	89
1260	88
1261	64
1262	85
1263	72
1264	84
1265	67
1266	96
1267	66
1268	87
1269	90
1270	79
1271	83
1272	95
1273	84
1274	60
1275	82
1276	82
1277	69
1278	59
1279	72
1280	81
1281	69
1282	69
1283	59
1284	66
1285	75
1286	83
1287	73
1288	81
1289	65
1290	56
1291	76
1292	61
1293	69
1294	74
1295	56
1296	80
1297	61
1298	80
1299	70
1300	73
1301	76
1302	71
1303	55
1304	74
1305	67
1306	65
1307	60
1308	82
1309	75
1310	71
1311	63
1312	73
1313	68
1314	69
1315	67
1316	72
1317	72
1318	79
1319	66
1320	59
1321	53
1322	55
1323	65
1324	68
1325	66
1326	62
1327	70
1328	80
1329	59
1330	66
1331	55
1332	84
1333	77
1334	61
1335	66
1336	62
1337	61
1338	70
1339	57
1340	49
1341	64
1342	60
1343	70
1344	52
1345	55
1346	48
1347	66
1348	53
1349	55
1350	55
1351	76
1352	55
1353	70
1354	50
1355	59
1356	60
1357	75
1358	54
1359	48
1360	50
1361	63
1362	61
1363	44
1364	65
1365	51
1366	58
1367	70
1368	62
1369	52
1370	46
1371	55
1372	68
1373	44
1374	52
1375	58
1376	55
1377	58
1378	58
1379	44
1380	58
1381	44
1382	48
1383	57
1384	55
1385	51
1386	45
1387	58
1388	61
1389	56
1390	64
1391	56
1392	33
1393	48
1394	56
1395	63
1396	54
1397	57
1398	63
1399	57
1400	54
1401	40
1402	52
1403	74
1404	57
1405	55
1406	49
1407	65
1408	44
1409	48
1410	40
1411	54
1412	44
1413	49
1414	38
1415	43
1416	52
1417	50
1418	47
1419	48
1420	35
1421	38
1422	47
1423	56
1424	52
1425	51
1426	42
1427	44
1428	38
1429	53
1430	54
1431	44
1432	39
1433	47
1434	53
1435	52
1436	55
1437	49
1438	50
1439	42
1440	54
1441	61
1442	47
1443	35
1444	46
1445	43
1446	46
1447	46
1448	42
1449	56
1450	42
1451	34
1452	40
1453	41
1454	38
1455	47
1456	44
1457	52
1458	46
1459	47
1460	27
1461	41
1462	35
1463	51
1464	45
1465	42
1466	52
1467	37
1468	35
1469	35
1470	43
1471	36
1472	35
1473	40
1474	37
1475	37
1476	30
1477	33
1478	24
1479	39
1480	44
1481	44
1482	39
1483	38
1484	41
1485	34
1486	36
1487	33
1488	43
1489	32
1490	42
1491	29
1492	39
1493	45
1494	48
1495	41
1496	50
1497	41
1498	44
1499	37
1500	30
1501	31
1502	39
1503	35
1504	48
1505	37
1506	38
1507	41
1508	47
1509	31
1510	36
1511	35
1512	44
1513	32
1514	39
1515	38
1516	36
1517	46
1518	34
1519	33
1520	40
1521	38
1522	34
1523	36
1524	29
1525	39
1526	43
1527	31
1528	35
1529	27
1530	40
1531	32
1532	29
1533	29
1534	38
1535	41
1536	45
1537	28
1538	40
1539	36
1540	31
1541	31
1542	35
1543	42
1544	35
1545	35
1546	32
1547	37
1548	25
1549	29
1550	36
1551	33
1552	42
1553	30
1554	33
1555	34
1556	28
1557	44
1558	33
1559	35
1560	44
1561	29
1562	34
1563	34
1564	34
1565	28
1566	39
1567	35
1568	34
1569	31
1570	34
1571	39
1572	20
1573	36
1574	35
1575	41
1576	24
1577	29
1578	25
1579	30
1580	26
1581	36
1582	41
1583	32
1584	34
1585	34
1586	29
1587	28
1588	32
1589	37
1590	25
1591	30
1592	39
1593	21
1594	38
1595	36
1596	26
1597	21
1598	33
1599	27
1600	27
1601	27
1602	26
1603	25
1604	31
1605	33
1606	28
1607	37
1608	27
1609	34
1610	30
1611	24
1612	35
1613	27
1614	31
1615	35
1616	32
1617	41
1618	28
1619	24
1620	26
1621	25
1622	25
1623	24
1624	29
1625	25
1626	33
1627	30
1628	38
1629	14
1630	20
1631	32
1632	30
1633	21
1634	25
1635	24
1636	28
1637	25
1638	29
1639	24
1640	32
1641	27
1642	22
1643	34
1644	29
1645	22
1646	40
1647	28
1648	28
1649	21
1650	27
1651	29
1652	18
1653	29
1654	27
1655	26
1656	28
1657	27
1658	24
1659	25
1660	20
1661	24
1662	20
1663	33
1664	22
1665	26
1666	29
1667	17
1668	19
1669	30
1670	24
1671	22
1672	20
1673	36
1674	26
1675	30
1676	15
1677	25
1678	28
1679	15
1680	21
1681	30
1682	34
1683	21
1684	19
1685	25
1686	23
1687	27
1688	18
1689	22
1690	24
1691	29
1692	19
1693	33
1694	33
1695	24
1696	25
1697	25
1698	27
1699	33
1700	26
1701	17
1702	25
1703	32
1704	26
1705	30
1706	20
1707	18
1708	30
1709	37
1710	29
1711	25
1712	29
1713	17
1714	23
1715	22
1716	27
1717	16
1718	18
1719	19
1720	17
1721	29
1722	13
1723	24
1724	21
1725	21
1726	28
1727	24
1728	20
1729	25
1730	23
1731	20
1732	24
1733	29
1734	28
1735	22
1736	20
1737	24
1738	19
1739	21
1740	16
1741	30
1742	24
1743	24
1744	10
1745	18
1746	21
1747	25
1748	14
1749	26
1750	23
1751	22
1752	24
1753	18
1754	24
1755	24
1756	31
1757	30
1758	12
1759	15
1760	17
1761	16
1762	24
1763	25
1764	26
1765	25
1766	26
1767	23
1768	26
1769	27
1770	12
1771	24
1772	23
1773	22
1774	21
1775	18
1776	24
1777	20
1778	23
1779	25
1780	35
1781	22
1782	17
1783	15
1784	22
1785	18
1786	22
1787	25
1788	20
1789	10
1790	20
1791	17
1792	27
1793	20
1794	13
1795	19
1796	18
1797	21
1798	15
1799	12
1800	19
1801	31
1802	29
1803	24
1804	24
1805	19
1806	22
1807	24
1808	16
1809	14
1810	24
1811	11
1812	15
1813	14
1814	13
1815	22
1816	19
1817	24
1818	15
1819	26
1820	14
1821	15
1822	17
1823	17
1824	22
1825	18
1826	22
1827	23
1828	22
1829	19
1830	13
1831	21
1832	23
1833	22
1834	16
1835	20
1836	14
1837	14
1838	19
1839	19
1840	20
1841	24
1842	10
1843	16
1844	27
1845	19
1846	18
1847	24
1848	14
1849	14
1850	17
1851	22
1852	15
1853	22
1854	34
1855	17
1856	19
1857	15
1858	21
1859	15
1860	25
1861	14
1862	16
1863	16
1864	17
1865	19
1866	21
1867	23
1868	17
1869	19
1870	13
1871	14
1872	24
1873	19
1874	13
1875	21
1876	12
1877	31
1878	13
1879	26
1880	11
1881	17
1882	12
1883	12
1884	17
1885	14
1886	20
1887	14
1888	18
1889	12
1890	23
1891	21
1892	16
1893	13
1894	14
1895	17
1896	25
1897	17
1898	16
1899	12
1900	14
1901	22
1902	21
1903	11
1904	12
1905	17
1906	23
1907	22
1908	21
1909	26
1910	19
1911	19
1912	18
1913	19
1914	16
1915	20
1916	22
1917	20
1918	15
1919	9
1920	10
1921	16
1922	13
1923	23
1924	11
1925	19
1926	13
1927	13
1928	14
1929	20
1930	17
1931	12
1932	17
1933	18
1934	19
1935	13
1936	11
1937	16
1938	20
1939	13
1940	24
1941	9
1942	16
1943	18
1944	17
1945	14
1946	8
1947	14
1948	23
1949	9
1950	23
1951	16
1952	19
1953	15
1954	20
1955	15
1956	18
1957	12
1958	12
1959	7
1960	17
1961	13
1962	17
1963	12
1964	8
1965	17
1966	22
1967	12
1968	11
1969	5
1970	19
1971	13
1972	20
1973	15
1974	19
1975	12
1976	18
1977	13
1978	12
1979	14
1980	16
1981	8
1982	12
1983	21
1984	19
1985	20
1986	14
1987	13
1988	15
1989	16
1990	19
1991	16
1992	14
1993	8
1994	15
1995	13
1996	13
1997	15
1998	27
1999	16
2000	11
2001	16
2002	20
2003	16
2004	14
2005	21
2006	14
2007	12
2008	15
2009	23
2010	14
2011	19
2012	9
2013	18
2014	16
2015	8
2016	17
2017	13
2018	14
2019	14
2020	17
2021	10
2022	13
2023	14
2024	13
2025	11
2026	13
2027	21
2028	13
2029	17
2030	18
2031	16
2032	14
2033	10
2034	18
2035	12
2036	16
2037	13
2038	15
2039	10
2040	14
2041	16
2042	15
2043	12
2044	14
2045	11
2046	7
2047	14
2048	11
2049	10
2050	21
2051	11
2052	14
2053	19
2054	12
2055	13
2056	14
2057	11
2058	13
2059	11
2060	14
2061	16
2062	11
2063	11
2064	11
2065	7
2066	11
2067	17
2068	16
2069	6
2070	9
2071	11
2072	9
2073	14
2074	6
2075	12
2076	14
2077	11
2078	18
2079	18
2080	12
2081	13
2082	13
2083	14
2084	15
2085	13
2086	15
2087	9
2088	17
2089	17
2090	12
2091	16
2092	14
2093	13
2094	16
2095	15
2096	16
2097	10
2098	13
2099	9
2100	13
2101	11
2102	14
2103	12
2104	6
2105	14
2106	11
2107	7
2108	15
2109	17
2110	11
2111	10
2112	14
2113	16
2114	12
2115	24
2116	8
2117	15
2118	20
2119	12
2120	7
2121	16
2122	6
2123	15
2124	7
2125	12
2126	11
2127	13
2128	10
2129	15
2130	11
2131	5
2132	13
2133	16
2134	18
2135	13
2136	11
2137	12
2138	13
2139	11
2140	16
2141	8
2142	20
2143	12
2144	16
2145	11
2146	16
2147	12
2148	16
2149	16
2150	13
2151	16
2152	16
2153	16
2154	12
2155	11
2156	10
2157	11
2158	9
2159	16
2160	9
2161	7
2162	14
2163	12
2164	11
2165	13
2166	13
2167	11
2168	16
2169	13
2170	12
2171	10
2172	16
2173	6
2174	10
2175	14
2176	9
2177	10
2178	22
2179	18
2180	14
2181	16
2182	16
2183	13
2184	12
2185	7
2186	12
2187	11
2188	10
2189	11
2190	11
2191	14
2192	18
2193	13
2194	17
2195	13
2196	18
2197	8
2198	16
2199	13
2200	7
2201	14
2202	6
2203	15
2204	10
2205	10
2206	14
2207	7
2208	10
2209	14
2210	11
2211	12
2212	13
2213	10
2214	12
2215	14
2216	8
2217	6
2218	17
2219	14
2220	8
2221	8
2222	13
2223	7
2224	13
2225	15
2226	13
2227	14
2228	10
2229	7
2230	10
2231	7
2232	12
2233	11
2234	16
2235	7
2236	16
2237	19
2238	14
2239	11
2240	8
2241	10
2242	12
2243	13
2244	11
2245	17
2246	9
2247	11
2248	9
2249	7
2250	14
2251	17
2252	12
2253	13
2254	4
2255	14
2256	13
2257	10
2258	15
2259	14
2260	19
2261	13
2262	11
2263	15
2264	12
2265	7
2266	8
2267	15
2268	13
2269	11
2270	19
2271	7
2272	4
2273	11
2274	13
2275	7
2276	13
2277	14
2278	11
2279	8
2280	6
2281	9
2282	8
2283	11
2284	10
2285	9
2286	9
2287	10
2288	16
2289	12
2290	9
2291	13
2292	15
2293	12
2294	9
2295	9
2296	10
2297	11
2298	10
2299	16
2300	9
2301	10
2302	11
2303	18
2304	15
2305	16
2306	10
2307	14
2308	12
2309	14
2310	10
2311	8
2312	10
2313	13
2314	12
2315	9
2316	15
2317	9
2318	9
2319	10
2320	11
2321	14
2322	14
2323	13
2324	10
2325	17
2326	12
2327	11
2328	11
2329	15
2330	12
2331	16
2332	14
2333	11
2334	17
2335	8
2336	9
2337	9
2338	4
2339	12
2340	13
2341	13
2342	9
2343	4
2344	14
2345	9
2346	20
2347	13
2348	12
2349	12
2350	16
2351	7
2352	15
2353	11
2354	11
2355	9
2356	12
2357	14
2358	11
2359	6
2360	13
2361	9
2362	16
2363	8
2364	12
