# Time Tags Distribution
# 2024-08-09 14:21:21
# Unit Time Diff: s
# Unit Count: 1
# Time Diff ; Count
 4.4637198E-009 ;  3.4000000E+001
 4.4737281E-009 ;  4.5000000E+001
 4.4837364E-009 ;  3.9000000E+001
 4.4937448E-009 ;  2.9000000E+001
 4.5037531E-009 ;  3.0000000E+001
 4.5137615E-009 ;  3.6000000E+001
 4.5237698E-009 ;  2.5000000E+001
 4.5337781E-009 ;  2.9000000E+001
 4.5437865E-009 ;  2.8000000E+001
 4.5537948E-009 ;  2.1000000E+001
 4.5638032E-009 ;  3.2000000E+001
 4.5738115E-009 ;  4.1000000E+001
 4.5838198E-009 ;  3.2000000E+001
 4.5938282E-009 ;  3.0000000E+001
 4.6038365E-009 ;  3.1000000E+001
 4.6138449E-009 ;  2.9000000E+001
 4.6238532E-009 ;  3.2000000E+001
 4.6338616E-009 ;  2.5000000E+001
 4.6438699E-009 ;  3.6000000E+001
 4.6538782E-009 ;  3.1000000E+001
 4.6638866E-009 ;  3.3000000E+001
 4.6738949E-009 ;  3.0000000E+001
 4.6839033E-009 ;  3.3000000E+001
 4.6939116E-009 ;  2.5000000E+001
 4.7039199E-009 ;  3.4000000E+001
 4.7139283E-009 ;  2.8000000E+001
 4.7239366E-009 ;  3.3000000E+001
 4.7339450E-009 ;  4.0000000E+001
 4.7439533E-009 ;  2.2000000E+001
 4.7539616E-009 ;  2.8000000E+001
 4.7639700E-009 ;  2.5000000E+001
 4.7739783E-009 ;  3.0000000E+001
 4.7839867E-009 ;  2.2000000E+001
 4.7939950E-009 ;  2.9000000E+001
 4.8040033E-009 ;  4.0000000E+001
 4.8140117E-009 ;  3.2000000E+001
 4.8240200E-009 ;  2.7000000E+001
 4.8340284E-009 ;  3.2000000E+001
 4.8440367E-009 ;  2.4000000E+001
 4.8540450E-009 ;  3.3000000E+001
 4.8640534E-009 ;  3.5000000E+001
 4.8740617E-009 ;  1.4000000E+001
 4.8840701E-009 ;  3.3000000E+001
 4.8940784E-009 ;  2.1000000E+001
 4.9040867E-009 ;  2.7000000E+001
 4.9140951E-009 ;  3.4000000E+001
 4.9241034E-009 ;  2.5000000E+001
 4.9341118E-009 ;  2.3000000E+001
 4.9441201E-009 ;  2.4000000E+001
 4.9541284E-009 ;  3.0000000E+001
 4.9641368E-009 ;  2.8000000E+001
 4.9741451E-009 ;  1.9000000E+001
 4.9841535E-009 ;  2.5000000E+001
 4.9941618E-009 ;  2.9000000E+001
 5.0041701E-009 ;  3.1000000E+001
 5.0141785E-009 ;  3.2000000E+001
 5.0241868E-009 ;  2.3000000E+001
 5.0341952E-009 ;  3.0000000E+001
 5.0442035E-009 ;  2.8000000E+001
 5.0542118E-009 ;  3.1000000E+001
 5.0642202E-009 ;  3.7000000E+001
 5.0742285E-009 ;  2.3000000E+001
